PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,PM2.5
86.42319183401109,19.839187022283866,6.182460430657333,5.474493510371971,103.52272335175839,39.90049833804039,22.83651024140265,4.827653012679187,132.44554707105726
44.393037240935726,54.486389224874955,55.55860967854427,8.345646589383572,34.73552398468273,32.52370693539363,29.228909269274368,2.1586070758302007,126.83811075023172
113.31193279395173,36.59107877282152,46.220210351453446,1.338380207380395,91.23199450787985,29.341599321454527,93.97624422081215,2.5183981447850776,26.2782137727708
40.26966128285972,107.09142533724413,32.957042432200566,1.3848513606538517,136.5648981036383,20.658689296579563,43.641255303296454,6.523498167021844,166.83730883398601
188.1177353322711,9.667356895489934,29.72530448601504,5.612501766755245,54.8253634399814,11.474824874651445,28.647581775428698,0.8310917156559159,106.64027436665933
53.04433292392628,110.07866181074282,18.128327798399553,9.469148668247872,103.83555664621029,10.931706281054668,28.02434458809675,7.94069140271615,71.83333859306632
65.49785479120953,100.79432593359505,53.899289266463896,4.208477807870467,36.30650243177831,26.625437663463963,73.9594975752479,1.4776375978609384,138.61155919420213
93.19457483929467,39.22063239069378,77.68277419571577,3.33672679252148,97.47135582062154,32.86098163117153,84.09264980244807,6.470513940477031,53.75212792827779
88.96960434064265,95.76842528786703,14.881504421109241,6.106224299659069,57.10304925445142,26.12137571331565,39.27142246313524,3.4608148757876216,127.89667229787447
163.03932063162003,8.58955943895597,48.17221298122477,9.311441145395808,39.56915620231324,35.22355215817343,21.568213425142623,4.191621374656002,16.750905287282027
102.13702769917322,116.18953828374026,34.51061940393212,8.385585545161774,53.84548709850892,11.00279599279665,36.731751383401686,7.104879330984334,152.69936639357624
50.73828680060064,65.55841839782578,36.28840901782853,9.955287746258877,35.03774959109191,21.0025622927782,24.2386768097568,3.5968339219190995,86.18904399362414
68.09778118749334,39.877317997526205,21.077635130097338,0.3234289737035332,136.2682550973036,17.11211173522534,27.754620247253115,4.531203152549258,118.23779544085009
111.64040933375396,46.697069448387865,66.1856551772521,1.2172956326563462,65.60616408439805,23.41818904471366,52.36310898857318,0.8697474680687746,47.61042936713622
46.54170513670428,12.636615647957196,39.33519272763205,6.1337308573295575,44.33910269641143,12.171291795823674,37.243877814622444,0.5176060540058987,125.10253115193615
130.09802161628255,118.7751941148345,43.92906232366286,8.223706749405112,72.77709774223061,38.623949247132174,58.69594088940676,2.335999047512944,141.28084690185702
121.83451517920626,9.518573692329632,25.076112110988735,2.9239189888369888,54.87506335290938,16.697662032080828,39.012031494289275,5.604373196890755,90.44624177034778
148.64641694880638,80.31431916200378,15.36286878768903,2.468189771538766,114.21869553386564,37.66923326450754,90.54029758272107,1.4094867001935252,115.01357709050504
188.7868307682862,55.91463168624271,7.786920668022819,7.8910604138738885,145.97078766396922,22.776794651100452,87.94579759446984,1.3532146910341207,87.57540704980775
184.20582099820803,114.12536509170224,57.41541213306836,0.6581803531469926,71.32471193767056,39.56572399765654,62.51045787578495,3.5822045602692745,161.99553277383373
