pm10,no2,so2,co,o3,temperature,humidity,wind_speed,pm25,source_date,co2,tvoc
87.41722139252525,8.61435635397444,51.72050004618873,0.6116490395692162,24.437341637030563,30.944851420592357,32.67012973041234,4.494420744136894,130.23056783327775,nan,,
191.1285751537849,78.18719729533474,7.647057234608858,5.360410852524665,136.35740693513935,26.08289099032361,40.89427542739689,0.8886765261682018,35.93163729542443,nan,,
151.75890952605292,41.15093782377757,13.768668413474488,5.452287703940055,80.7353321427,19.285828488589832,33.27578632075601,3.0245320864544043,107.96902122835824,nan,,
127.7585271554666,63.48562948394082,71.98578089363926,6.410556024832244,125.70404525508384,34.41385059120846,26.652690031779173,1.5081100770423068,113.1415578850855,nan,,
48.083355279638575,109.3701445015007,48.90789571310761,7.288304203854349,54.80694414428565,30.541935176616377,29.04769033254506,0.975312278545758,82.10221412140562,nan,,
48.07901366051648,33.66860635212062,1.7265670777137423,9.760935586679093,135.37325198946806,14.878508180346738,54.55840760245443,7.924701742924589,135.1955200562029,nan,,
30.455050190275905,52.19403614909742,9.016251886416535,5.211373448181833,64.48823502278285,37.32781553481527,35.47502888043444,2.9176538373104224,168.84239251073254,nan,,
175.91170623948832,91.8883809324506,53.41663975953641,3.2972690821183352,11.51727120724177,34.67611728769507,47.32023957860566,6.574058343909761,167.34664719415198,nan,,
128.2007021137776,31.311789031536584,1.3998651238512765,7.972343328210166,136.75347669869691,38.49399739875772,57.75629531411427,2.409804910728229,86.64269313870246,nan,,
147.4530640032882,13.852689630311191,13.703836061982392,2.781239287494535,22.7801347500587,31.7715852516508,71.7796121472024,5.61127041667947,29.250467792928397,nan,,
23.70520897324444,38.321417085083326,44.34996935996031,4.445817064985797,54.70390926265808,28.40245587807369,22.94841048808242,6.201708949172649,177.42300382359687,nan,,
194.58377338915895,23.54044803421051,55.65972061772277,0.876718175288433,143.0086753871127,22.547291088718566,79.9557799181782,4.967290554558832,152.6126746958088,nan,,
169.8396753440759,111.9152300193959,52.50493950070544,0.3509723598130293,143.08500057125786,37.9818545006204,67.09252921181809,4.036821414126187,31.192655804555365,nan,,
58.22103992208971,97.93384364990796,18.717275447384225,9.630219305311458,90.28130433726004,35.98191668501225,26.131927396165395,3.588806856104514,166.5431200449533,nan,,
52.72849409727811,77.8414319986987,57.26215848645533,8.376203193070838,98.4572097037719,11.356560103185682,85.51839680800829,3.116511999072465,157.8823815505618,nan,,
53.01281177361809,105.21796787158752,19.742677912247206,6.9901446403276095,72.78237307696477,10.79100923491756,89.065430039886,7.471468581858693,98.20246971143226,nan,,
74.76360373271679,97.42228884339816,26.70657615458215,4.148634149701271,51.04950803772904,21.29390100634149,24.580846989114782,6.729645558407968,110.51682407663796,nan,,
114.4561576938028,26.45555677189412,59.97282100432391,1.8156137687013731,56.01303635178824,34.31659992345499,40.76582361104028,7.737701829998844,77.83045965792215,nan,,
97.75010335558083,107.64428482634744,52.32099902472996,1.648726722443752,104.15258385078538,39.618283879448335,80.4650959844796,1.4322291761415855,19.30947859974533,nan,,
